2GB 0 ? ? ? -1 ? 1992294 16236663
2GB ? 0 ? ? -1 ? 1992294 12315286
2GB 0 ? ? ? -1 ? 1992294 15383152
2GB ? 0 ? ? -1 ? 1992294 12217447
2GB 0 ? ? ? -1 ? 1992294 15271520
2GB ? 0 ? ? -1 ? 1992294 12050623
2GB 0 ? ? ? -1 ? 1992294 15715465
2GB ? 0 ? ? -1 ? 1992294 14465716
2GB 0 ? ? ? -1 ? 1992294 15580843
2GB ? 0 ? ? -1 ? 1992294 11583474
2GB 0 ? ? ? -1 ? 1992294 15644978
2GB ? 0 ? ? -1 ? 1992294 11569559
2GB 0 ? ? ? -1 ? 1992294 15546928
2GB ? 0 ? ? -1 ? 1992294 11449678
2GB 0 ? ? ? -1 ? 1992294 15403101
2GB ? 0 ? ? -1 ? 1992294 12763889
2GB 0 ? ? ? -1 ? 1992294 15581380
2GB ? 0 ? ? -1 ? 1992294 11999205
2GB 0 ? ? ? -1 ? 1992294 15701997
2GB ? 0 ? ? -1 ? 1992294 14096466
2GB 0 ? ? ? -1 ? 1992294 15899718
2GB ? 0 ? ? -1 ? 1992294 11693982
2GB 0 ? ? ? -1 ? 1992294 18019354
2GB ? 0 ? ? -1 ? 1992294 11582779
2GB 0 ? ? ? -1 ? 1992294 15699961
2GB ? 0 ? ? -1 ? 1992294 11309937
2GB 0 ? ? ? -1 ? 1992294 15745677
2GB ? 0 ? ? -1 ? 1992294 11451768
2GB 0 ? ? ? -1 ? 1992294 15284161
2GB ? 0 ? ? -1 ? 1992294 11471986
2GB 0 ? ? ? -1 ? 1992294 15565432
2GB ? 0 ? ? -1 ? 1992294 11895140
2GB 0 ? ? ? -1 ? 1992294 15659376
2GB ? 0 ? ? -1 ? 1992294 12493156
2GB 0 ? ? ? -1 ? 1992294 16019772
2GB ? 0 ? ? -1 ? 1992294 11488445
2GB 0 ? ? ? -1 ? 1992294 15485166
2GB ? 0 ? ? -1 ? 1992294 11436014
2GB 0 ? ? ? -1 ? 1992294 15582003
2GB ? 0 ? ? -1 ? 1992294 11528292
2GB ? ? 0 ? -1 10000 ? 495418
2GB ? ? 0 ? -1 10000 ? 480902
2GB ? ? 0 ? -1 10000 ? 690655
2GB ? ? 0 ? -1 10000 ? 441609
2GB ? ? 0 ? -1 10000 ? 440948
2GB ? ? 0 ? -1 10000 ? 649283
2GB ? ? 0 ? -1 10000 ? 664788
2GB ? ? 0 ? -1 10000 ? 464561
2GB ? ? 0 ? -1 10000 ? 484947
2GB ? ? 0 ? -1 10000 ? 441524
2GB ? ? 0 ? -1 10000 ? 482275
2GB ? ? 0 ? -1 10000 ? 474043
2GB ? ? 0 ? -1 10000 ? 448785
2GB ? ? 0 ? -1 10000 ? 578053
2GB ? ? 0 ? -1 10000 ? 424546
2GB ? ? 0 ? -1 10000 ? 1160577
2GB ? ? 0 ? -1 10000 ? 907952
2GB ? ? 0 ? -1 10000 ? 1056122
2GB ? ? 0 ? -1 10000 ? 527977
2GB ? ? 0 ? -1 10000 ? 446918
4GB 0 ? ? ? -1 ? 3984588 30508145
4GB ? 0 ? ? -1 ? 3984588 28721985
4GB 0 ? ? ? -1 ? 3984588 30727904
4GB ? 0 ? ? -1 ? 3984588 28138298
4GB 0 ? ? ? -1 ? 3984588 30754399
4GB ? 0 ? ? -1 ? 3984588 29224577
4GB 0 ? ? ? -1 ? 3984588 30158339
4GB ? 0 ? ? -1 ? 3984588 28328389
4GB 0 ? ? ? -1 ? 3984588 30768988
4GB ? 0 ? ? -1 ? 3984588 28298896
4GB 0 ? ? ? -1 ? 3984588 30754765
4GB ? 0 ? ? -1 ? 3984588 27938443
