2GB 0 ? ? ? -1 ? 1992294 15769718
2GB ? 0 ? ? -1 ? 1992294 13981978
2GB 0 ? ? ? -1 ? 1992294 15524519
2GB ? 0 ? ? -1 ? 1992294 18505637
2GB 0 ? ? ? -1 ? 1992294 15925100
2GB ? 0 ? ? -1 ? 1992294 11705850
2GB 0 ? ? ? -1 ? 1992294 15639231
2GB ? 0 ? ? -1 ? 1992294 11854050
2GB 0 ? ? ? -1 ? 1992294 15783302
2GB ? 0 ? ? -1 ? 1992294 11561623
2GB 0 ? ? ? -1 ? 1992294 15823156
2GB ? 0 ? ? -1 ? 1992294 11465957
2GB 0 ? ? ? -1 ? 1992294 15748699
2GB ? 0 ? ? -1 ? 1992294 11958804
2GB 0 ? ? ? -1 ? 1992294 18159932
2GB ? 0 ? ? -1 ? 1992294 12028681
2GB 0 ? ? ? -1 ? 1992294 16049552
2GB ? 0 ? ? -1 ? 1992294 11877974
2GB 0 ? ? ? -1 ? 1992294 16036130
2GB ? 0 ? ? -1 ? 1992294 12334948
2GB 0 ? ? ? -1 ? 1992294 15259135
2GB ? 0 ? ? -1 ? 1992294 12313292
2GB 0 ? ? ? -1 ? 1992294 15682024
2GB ? 0 ? ? -1 ? 1992294 11875689
2GB 0 ? ? ? -1 ? 1992294 15445984
2GB ? 0 ? ? -1 ? 1992294 11756314
2GB 0 ? ? ? -1 ? 1992294 15853889
2GB ? 0 ? ? -1 ? 1992294 11405485
2GB 0 ? ? ? -1 ? 1992294 15633929
2GB ? 0 ? ? -1 ? 1992294 11577286
2GB 0 ? ? ? -1 ? 1992294 16656396
2GB ? 0 ? ? -1 ? 1992294 11577362
2GB 0 ? ? ? -1 ? 1992294 15799305
2GB ? 0 ? ? -1 ? 1992294 14036390
2GB 0 ? ? ? -1 ? 1992294 16037234
2GB ? 0 ? ? -1 ? 1992294 11955449
2GB 0 ? ? ? -1 ? 1992294 15359719
2GB ? 0 ? ? -1 ? 1992294 11999671
2GB 0 ? ? ? -1 ? 1992294 15238979
2GB ? 0 ? ? -1 ? 1992294 11474279
2GB ? ? 0 ? -1 10000 ? 478919
2GB ? ? 0 ? -1 10000 ? 493747
2GB ? ? 0 ? -1 10000 ? 516417
2GB ? ? 0 ? -1 10000 ? 512711
2GB ? ? 0 ? -1 10000 ? 523003
2GB ? ? 0 ? -1 10000 ? 438626
2GB ? ? 0 ? -1 10000 ? 591651
2GB ? ? 0 ? -1 10000 ? 452784
2GB ? ? 0 ? -1 10000 ? 551623
2GB ? ? 0 ? -1 10000 ? 497481
2GB ? ? 0 ? -1 10000 ? 437112
2GB ? ? 0 ? -1 10000 ? 570576
2GB ? ? 0 ? -1 10000 ? 479043
2GB ? ? 0 ? -1 10000 ? 694704
2GB ? ? 0 ? -1 10000 ? 515370
2GB ? ? 0 ? -1 10000 ? 460359
