1MB 0 ? 1024 122745
1MB ? 0 1024 99422
1MB 0 ? 1024 122115
1MB ? 0 1024 152022
1MB 0 ? 1024 131176
1MB ? 0 1024 159568
1MB 0 ? 1024 114690
1MB ? 0 1024 149661
1MB 0 ? 1024 114913
1MB ? 0 1024 141117
1MB 0 ? 1024 114640
1MB ? 0 1024 139169
1MB 0 ? 1024 123177
1MB ? 0 1024 246581
1MB 0 ? 1024 89667
1MB ? 0 1024 154266
1MB 0 ? 1024 106559
1MB ? 0 1024 169966
1MB 0 ? 1024 123118
1MB ? 0 1024 169463
1MB 0 ? 1024 131129
1MB ? 0 1024 135080
1MB 0 ? 1024 122919
1MB ? 0 1024 134332
1MB 0 ? 1024 115040
1MB ? 0 1024 133758
1MB 0 ? 1024 114995
1MB ? 0 1024 133037
1MB 0 ? 1024 123143
1MB ? 0 1024 139406
1MB 0 ? 1024 85518
1MB ? 0 1024 146868
1MB 0 ? 1024 106257
1MB ? 0 1024 154203
1MB 0 ? 1024 131367
1MB ? 0 1024 203453
1MB 0 ? 1024 114572
1MB ? 0 1024 144482
1MB 0 ? 1024 114568
1MB ? 0 1024 161169
2MB 0 ? 2048 180980
2MB ? 0 2048 134416
2MB 0 ? 2048 123646
2MB ? 0 2048 159885
2MB 0 ? 2048 123335
2MB ? 0 2048 259013
2MB 0 ? 2048 132766
2MB ? 0 2048 165359
2MB 0 ? 2048 139937
2MB ? 0 2048 156500
2MB 0 ? 2048 131681
2MB ? 0 2048 155689
2MB 0 ? 2048 131716
2MB ? 0 2048 155109
2MB 0 ? 2048 139859
2MB ? 0 2048 179039
2MB 0 ? 2048 139800
2MB ? 0 2048 145061
2MB 0 ? 2048 131636
2MB ? 0 2048 210686
2MB 0 ? 2048 123284
2MB ? 0 2048 259797
2MB 0 ? 2048 123069
2MB ? 0 2048 151441
2MB 0 ? 2048 131639
2MB ? 0 2048 158605
2MB 0 ? 2048 133764
2MB ? 0 2048 156746
2MB 0 ? 2048 139850
2MB ? 0 2048 156141
2MB 0 ? 2048 139750
2MB ? 0 2048 138790
2MB 0 ? 2048 131671
2MB ? 0 2048 146103
2MB 0 ? 2048 131915
2MB ? 0 2048 153730
2MB 0 ? 2048 115027
2MB ? 0 2048 260838
2MB 0 ? 2048 139856
2MB ? 0 2048 160641
4MB 0 ? 4096 165020
4MB ? 0 4096 151222
4MB 0 ? 4096 165262
4MB ? 0 4096 150480
4MB 0 ? 4096 174764
4MB ? 0 4096 156975
4MB 0 ? 4096 181841
4MB ? 0 4096 139339
4MB 0 ? 4096 140314
4MB ? 0 4096 153026
4MB 0 ? 4096 156947
4MB ? 0 4096 154228
4MB 0 ? 4096 173368
4MB ? 0 4096 120163
4MB 0 ? 4096 181417
4MB ? 0 4096 152867
4MB 0 ? 4096 156809
4MB ? 0 4096 160356
4MB 0 ? 4096 165138
4MB ? 0 4096 309231
4MB 0 ? 4096 173559
4MB ? 0 4096 166804
4MB 0 ? 4096 166034
4MB ? 0 4096 156755
4MB 0 ? 4096 156689
4MB ? 0 4096 164132
4MB 0 ? 4096 164972
4MB ? 0 4096 103578
4MB 0 ? 4096 181779
4MB ? 0 4096 179045
4MB 0 ? 4096 173396
4MB ? 0 4096 160028
4MB 0 ? 4096 165035
4MB ? 0 4096 161057
4MB 0 ? 4096 181589
4MB ? 0 4096 185072
4MB 0 ? 4096 181396
4MB ? 0 4096 142724
4MB 0 ? 4096 181650
4MB ? 0 4096 141911
8MB 0 ? 8192 214964
