1GB 0 ? 1048576 10742321
1GB ? 0 1048576 232797
1GB 0 ? 1048576 10859387
1GB ? 0 1048576 231639
1GB 0 ? 1048576 10759248
1GB ? 0 1048576 157040
2GB 0 ? 2097152 19361791
2GB ? 0 2097152 220835
2GB 0 ? 2097152 19980606
2GB ? 0 2097152 220455
2GB 0 ? 2097152 19580468
2GB ? 0 2097152 212792
2GB 0 ? 2097152 19361726
2GB ? 0 2097152 213610
2GB 0 ? 2097152 19186849
2GB ? 0 2097152 198077
2GB 0 ? 2097152 19228304
2GB ? 0 2097152 229680
2GB 0 ? 2097152 20594967
2GB ? 0 2097152 355268
2GB 0 ? 2097152 19128608
2GB ? 0 2097152 155452
2GB 0 ? 2097152 19411724
2GB ? 0 2097152 180409
2GB 0 ? 2097152 19070056
2GB ? 0 2097152 413143
2GB 0 ? 2097152 19996823
2GB ? 0 2097152 246900
2GB 0 ? 2097152 19388716
2GB ? 0 2097152 252097
2GB 0 ? 2097152 19336058
2GB ? 0 2097152 515104
2GB 0 ? 2097152 19328721
2GB ? 0 2097152 421716
2GB 0 ? 2097152 19437677
2GB ? 0 2097152 468790
2GB 0 ? 2097152 19787067
2GB ? 0 2097152 230232
2GB 0 ? 2097152 19378244
2GB ? 0 2097152 471936
2GB 0 ? 2097152 19282261
2GB ? 0 2097152 400093
2GB 0 ? 2097152 19388344
2GB ? 0 2097152 201599
2GB 0 ? 2097152 19845425
2GB ? 0 2097152 573631
4GB 0 ? 4194304 37585182
4GB ? 0 4194304 347961
4GB 0 ? 4194304 36548361
4GB ? 0 4194304 185794
4GB 0 ? 4194304 36743416
4GB ? 0 4194304 350706
4GB 0 ? 4194304 36416789
4GB ? 0 4194304 211334
4GB 0 ? 4194304 36995232
4GB ? 0 4194304 323233
4GB 0 ? 4194304 36042351
4GB ? 0 4194304 270073
4GB 0 ? 4194304 36836064
4GB ? 0 4194304 334105
4GB 0 ? 4194304 36292484
4GB ? 0 4194304 180423
4GB 0 ? 4194304 37707890
4GB ? 0 4194304 301148
4GB 0 ? 4194304 36553213
4GB ? 0 4194304 197982
4GB 0 ? 4194304 36593139
4GB ? 0 4194304 356995
4GB 0 ? 4194304 37720930
4GB ? 0 4194304 146757
4GB 0 ? 4194304 36625942
4GB ? 0 4194304 501797
4GB 0 ? 4194304 36761177
4GB ? 0 4194304 339469
4GB 0 ? 4194304 36012607
4GB ? 0 4194304 188159
4GB 0 ? 4194304 37063590
4GB ? 0 4194304 170951
4GB 0 ? 4194304 36359081
4GB ? 0 4194304 1501142
4GB 0 ? 4194304 36504453
4GB ? 0 4194304 510988
4GB 0 ? 4194304 36438916
4GB ? 0 4194304 197047
4GB 0 ? 4194304 36781515
4GB ? 0 4194304 331532
8GB 0 ? 8388608 70098725
8GB ? 0 8388608 213510
8GB 0 ? 8388608 70332278
8GB ? 0 8388608 484259
8GB 0 ? 8388608 71241309
8GB ? 0 8388608 335641
8GB 0 ? 8388608 70160170
8GB ? 0 8388608 210058
8GB 0 ? 8388608 70533730
8GB ? 0 8388608 592852
8GB 0 ? 8388608 70356754
8GB ? 0 8388608 227543
8GB 0 ? 8388608 70673574
8GB ? 0 8388608 261237
8GB 0 ? 8388608 70481372
8GB ? 0 8388608 619270
8GB 0 ? 8388608 69601315
8GB ? 0 8388608 403792
8GB 0 ? 8388608 69726616
8GB ? 0 8388608 211055
8GB 0 ? 8388608 69509448
8GB ? 0 8388608 687659
8GB 0 ? 8388608 71947085
8GB ? 0 8388608 313831
8GB 0 ? 8388608 70165789
8GB ? 0 8388608 370779
8GB 0 ? 8388608 70349019
8GB ? 0 8388608 213054
8GB 0 ? 8388608 69890858
8GB ? 0 8388608 206035
8GB 0 ? 8388608 71031247
8GB ? 0 8388608 353079
8GB 0 ? 8388608 70014901
8GB ? 0 8388608 260578
8GB 0 ? 8388608 69340593
8GB ? 0 8388608 325548
8GB 0 ? 8388608 69432740
8GB ? 0 8388608 219914
8GB 0 ? 8388608 70972872
8GB ? 0 8388608 495475
